cust_id,cust_price_sensitivity,cust_lifestage,total_spend,no_trans
CUST0000271479,XX,OT,16.64,4
CUST0000272023,LA,OA,2673.02,173
CUST0000272386,MM,OT,23.31,1
CUST0000272425,MM,,1132.45,26
CUST0000272582,UM,YF,355.23,16
CUST0000272853,LA,YF,2840.65,408
CUST0000272904,MM,OT,47.19,11
CUST0000273017,MM,OT,383.63,9
CUST0000273175,LA,OT,488.93,49
CUST0000273521,MM,OT,667.03,18
CUST0000273560,MM,OA,1516.65,64
CUST0000273592,LA,OT,667.37,96
CUST0000273930,MM,OT,2925.77,249
CUST0000274070,UM,YA,1458.15,105
CUST0000274137,MM,YA,652.92,114
CUST0000274139,LA,,2318.89,148
CUST0000274165,MM,OT,130.17,4
CUST0000274514,UM,OT,795.22,21
CUST0000274533,UM,,23.08,1
CUST0000274585,MM,YA,716.77,67
CUST0000275005,MM,,1400.67,53
CUST0000275436,LA,YF,89.32,6
CUST0000275790,MM,OT,129.28,4
CUST0000275806,MM,OT,68.52,3
CUST0000275903,UM,OT,1723.55,92
CUST0000276154,MM,,525.56,26
CUST0000276333,LA,,2461.13,310
CUST0000276429,MM,PE,1282.75,198
CUST0000276604,MM,OT,1093.16,115
CUST0000276942,UM,OT,473.92,25
CUST0000277064,UM,,2480.62,201
CUST0000277206,MM,YA,215.93,34
CUST0000277415,UM,OT,22.33,1
CUST0000277675,LA,YA,53.57,16
CUST0000277824,MM,OT,438.43,49
CUST0000278111,LA,OF,2164.69,94
CUST0000278741,LA,OT,1088.11,94
CUST0000278821,UM,OA,859.17,70
CUST0000278887,LA,,7306.64,122
CUST0000279161,MM,OT,6.39,1
CUST0000279310,LA,YA,175.4,18
CUST0000279477,MM,OA,952.55,57
CUST0000279958,LA,OA,2496.77,136
CUST0000280517,UM,YA,751.1,27
CUST0000280589,UM,YF,2809.73,222
CUST0000280679,LA,YA,282.27,36
CUST0000280690,XX,OT,9.63,2
CUST0000280694,UM,OA,3734.76,149
CUST0000280952,LA,YF,176.25,17
CUST0000281089,LA,OT,186.86,13
CUST0000281353,MM,OT,29.06,5
CUST0000281968,UM,OT,503.53,87
CUST0000282032,LA,,30.44,18
CUST0000282130,MM,YA,2606.44,170
CUST0000282214,UM,OT,114.94,6
CUST0000282411,MM,YA,771.65,73
CUST0000282515,LA,OA,1212.09,99
CUST0000282652,UM,YA,2373.6,30
CUST0000282774,XX,OT,8.69,3
CUST0000282917,LA,YF,1459.85,82
CUST0000283274,LA,YF,4236.42,223
CUST0000283740,MM,OA,221.37,47
CUST0000283803,LA,OT,205.25,21
CUST0000284103,UM,OT,1883.22,132
CUST0000284343,MM,OA,1830.44,163
CUST0000284451,UM,OA,564.4,43
CUST0000284650,MM,OT,55.52,1
CUST0000285276,LA,OT,65.69,18
CUST0000285663,LA,,174.43,21
CUST0000287282,LA,OT,507.15,11
CUST0000287482,UM,YA,736.56,37
CUST0000287617,MM,YA,500.05,108
CUST0000287772,UM,OT,1082.71,64
CUST0000287867,UM,,3408.95,215
CUST0000287937,LA,OT,3426.56,194
CUST0000288146,UM,OT,62.3,1
CUST0000288343,LA,OA,19.73,2
CUST0000288518,MM,OT,866.33,29
CUST0000288662,MM,OT,300.38,68
CUST0000288788,MM,OT,2044.33,84
CUST0000289277,LA,YF,666.59,60
CUST0000289401,UM,OT,130.38,13
CUST0000289425,MM,YF,890.44,135
CUST0000289572,XX,OT,3.13,1
CUST0000290774,XX,YA,12.12,4
CUST0000290793,MM,YF,1280.88,66
CUST0000291108,MM,YF,1314.53,89
CUST0000291212,MM,OT,660.57,43
CUST0000291432,UM,OT,156.51,28
CUST0000291843,MM,OA,34.0,16
CUST0000291861,LA,OT,2014.09,110
CUST0000291884,LA,OF,3286.89,146
CUST0000291957,MM,YF,3089.96,139
CUST0000292032,MM,YA,3099.68,169
CUST0000292042,MM,OT,835.62,108
CUST0000292049,XX,OT,10.96,1
CUST0000292191,XX,OT,15.29,1
CUST0000292555,UM,OT,123.12,7
CUST0000292567,MM,OT,40.0,1
CUST0000292985,LA,,693.17,40
CUST0000293101,MM,OT,141.55,21
CUST0000293131,UM,OA,2374.18,123
CUST0000293597,MM,YF,2772.1,183
CUST0000294521,LA,OT,93.64,8
CUST0000294638,MM,OT,3950.2,157
CUST0000294682,MM,OT,942.78,46
CUST0000294815,UM,OA,141.75,16
CUST0000294865,LA,OT,33.42,2
CUST0000295117,MM,YA,429.52,79
CUST0000295167,UM,OT,2181.05,92
CUST0000295901,UM,YA,1294.52,63
CUST0000296012,MM,OA,12.81,6
CUST0000296204,LA,YA,1576.04,91
CUST0000296291,UM,PE,1960.99,257
CUST0000296379,MM,OT,82.84,6
CUST0000297035,LA,OT,78.08,2
CUST0000297139,LA,YF,858.84,64
CUST0000297249,XX,OT,5.27,1
CUST0000297521,MM,OT,206.68,57
CUST0000297608,MM,YF,2427.13,150
CUST0000297678,LA,OT,55.65,2
CUST0000297970,MM,YF,48.23,3
CUST0000297983,LA,,60.06,12
CUST0000298408,UM,YA,293.32,14
CUST0000298700,XX,OT,1.85,1
CUST0000298739,MM,OT,29.78,3
CUST0000298919,MM,OT,96.47,10
CUST0000298951,MM,,1365.13,161
CUST0000299009,UM,OT,426.91,8
CUST0000299174,LA,YA,864.71,120
CUST0000299182,MM,OT,2173.3,84
CUST0000299294,XX,OT,1.11,1
CUST0000299443,MM,YF,48.04,2
CUST0000299856,UM,,2467.55,145
CUST0000299905,LA,OT,43.34,3
CUST0000300136,MM,OT,145.98,32
CUST0000300206,MM,OT,43.29,2
CUST0000300328,LA,YF,932.79,50
CUST0000300829,MM,YA,2229.07,213
CUST0000300913,XX,OT,12.41,4
CUST0000301027,MM,OT,35.99,1
CUST0000301140,MM,PE,132.19,21
CUST0000301201,XX,OT,2.04,2
CUST0000301267,UM,OT,968.74,20
CUST0000301347,MM,OA,1356.56,99
CUST0000301586,UM,OA,1451.16,165
CUST0000301823,LA,OT,152.15,24
CUST0000301955,UM,YA,111.93,5
CUST0000302280,UM,PE,69.28,19
CUST0000302301,MM,OT,257.04,16
CUST0000302308,LA,OT,94.84,18
CUST0000302355,LA,,1940.32,147
CUST0000302397,XX,OT,0.8,2
CUST0000302718,UM,OT,1511.69,188
CUST0000302781,LA,OT,441.28,126
CUST0000303021,UM,OA,1052.05,41
CUST0000303410,MM,YF,1957.37,60
CUST0000303669,XX,OT,12.44,2
CUST0000303755,UM,YA,329.16,99
CUST0000303963,XX,OT,3.98,1
CUST0000303966,UM,OT,628.35,117
CUST0000304008,MM,OT,910.29,44
CUST0000304476,MM,YF,90.16,7
CUST0000304719,MM,OA,208.16,22
CUST0000304922,LA,OT,118.61,48
CUST0000305103,LA,OF,3906.05,209
CUST0000305191,MM,YF,6638.46,494
CUST0000306168,LA,PE,70.54,2
CUST0000306198,MM,OT,922.65,121
CUST0000306533,XX,OT,10.35,1
CUST0000306580,MM,,5253.01,241
CUST0000306843,UM,,40.53,6
CUST0000307007,UM,YF,5033.64,233
CUST0000307236,UM,OT,2738.95,90
CUST0000307323,MM,OA,1235.45,151
CUST0000307403,MM,OT,10.12,1
CUST0000307406,LA,OT,72.16,2
CUST0000307693,MM,OT,697.22,56
CUST0000308121,XX,OT,9.48,1
CUST0000308433,LA,OT,286.61,86
CUST0000308522,MM,OT,174.72,6
CUST0000308575,UM,OT,516.51,153
CUST0000308627,UM,OT,587.67,24
CUST0000308745,LA,OF,296.77,46
CUST0000309037,XX,OT,1.11,1
CUST0000309078,LA,OT,15.15,2
CUST0000309104,MM,OT,1931.33,121
CUST0000309109,MM,,367.74,50
CUST0000309773,MM,YF,3225.53,272
CUST0000309803,XX,OT,1.53,1
CUST0000309974,MM,YA,502.03,87
CUST0000309981,LA,OT,4076.82,64
CUST0000310334,LA,YA,2226.09,295
CUST0000310381,XX,OT,9.12,1
CUST0000310512,UM,OA,1980.97,172
CUST0000310786,MM,OA,3302.02,159
CUST0000310844,MM,OT,1960.03,69
CUST0000310870,LA,OT,1587.59,110
CUST0000311051,LA,PE,1614.52,254
CUST0000311194,MM,,339.25,49
CUST0000311496,MM,OT,506.61,98
CUST0000312303,LA,OT,2228.33,222
CUST0000312327,XX,OT,13.12,1
CUST0000312428,MM,OA,613.5,77
CUST0000312927,LA,OT,227.16,31
CUST0000313011,LA,YF,1585.39,81
CUST0000313294,MM,OT,103.29,16
CUST0000313370,MM,OT,37.35,1
CUST0000313426,MM,OT,962.38,40
CUST0000313722,MM,YA,901.53,59
CUST0000313963,UM,OA,4086.68,443
CUST0000313976,MM,OT,1520.27,46
CUST0000314165,MM,YF,1082.48,78
CUST0000314371,LA,YA,905.7,237
CUST0000314465,LA,,146.39,30
CUST0000314494,UM,OT,21.72,1
CUST0000314496,UM,PE,2519.29,175
CUST0000314931,LA,OA,2751.71,248
CUST0000315095,MM,YA,481.14,94
CUST0000315693,MM,YA,1146.83,203
CUST0000315792,UM,PE,492.06,26
CUST0000315873,XX,OA,16.87,7
CUST0000315924,MM,OT,35.75,10
CUST0000316344,MM,YF,181.49,19
CUST0000316653,LA,OF,1456.86,165
CUST0000316692,LA,YF,69.45,15
CUST0000317407,MM,YA,202.9,8
CUST0000317490,MM,OT,268.86,44
CUST0000317882,XX,OT,3.95,1
CUST0000318306,UM,OT,973.47,33
CUST0000318461,UM,OT,1090.66,114
CUST0000318596,MM,OA,1408.46,96
CUST0000318790,LA,,222.6,51
CUST0000318791,XX,OT,5.56,1
CUST0000319241,UM,YF,344.53,13
CUST0000319316,MM,PE,1168.95,48
CUST0000319505,MM,YA,16.71,3
CUST0000319762,XX,OT,6.16,2
CUST0000319945,MM,PE,635.47,151
CUST0000320034,MM,OA,1531.67,97
CUST0000320138,MM,YF,7064.69,114
CUST0000320257,MM,OA,1248.24,68
CUST0000320265,XX,OT,2.23,1
CUST0000320358,UM,OT,2322.92,89
CUST0000320773,XX,OT,7.64,2
CUST0000321438,MM,OT,46.57,1
CUST0000321850,MM,OT,2970.13,248
CUST0000321957,UM,OT,2968.58,129
CUST0000322183,LA,OT,4404.54,111
CUST0000322431,UM,YA,93.24,1
CUST0000322481,LA,OT,88.39,5
CUST0000322541,MM,PE,1535.98,291
CUST0000322579,MM,YA,17.11,4
CUST0000323196,MM,OA,24.25,5
CUST0000323567,UM,OT,85.22,3
CUST0000323706,LA,,46.37,4
CUST0000324002,LA,YF,81.17,18
CUST0000324222,LA,PE,950.68,134
CUST0000324362,UM,YA,554.92,101
CUST0000324439,UM,OT,14.69,1
CUST0000325091,UM,PE,168.18,22
CUST0000325310,MM,YF,1187.25,94
CUST0000325483,LA,,246.34,66
CUST0000325746,LA,OT,150.08,9
CUST0000325862,MM,OA,1358.72,94
CUST0000325897,LA,OA,1360.27,139
CUST0000326029,XX,YA,1.92,1
CUST0000326043,UM,YA,1766.61,91
CUST0000326092,UM,YA,606.39,50
CUST0000326328,UM,OT,202.44,48
CUST0000326357,UM,YA,3064.99,107
CUST0000326362,LA,OT,18.46,1
CUST0000326502,MM,YA,653.44,132
CUST0000326711,LA,OT,1381.59,168
CUST0000326784,UM,OT,49.63,1
CUST0000326875,UM,PE,600.67,128
CUST0000326951,LA,OT,1874.14,122
CUST0000327087,XX,,2.77,2
CUST0000327218,MM,,874.03,221
CUST0000327274,MM,OA,2873.76,192
CUST0000327293,LA,OT,2085.99,148
CUST0000327595,MM,YA,263.19,93
CUST0000327790,MM,OT,739.69,44
CUST0000327940,MM,OF,620.69,102
CUST0000328011,LA,,3190.64,105
CUST0000328598,XX,OT,4.83,1
CUST0000328659,LA,,244.98,74
CUST0000329123,LA,,84.53,19
CUST0000329240,MM,OT,18.22,1
CUST0000329284,MM,,66.97,24
CUST0000329314,MM,OT,470.56,89
CUST0000329411,MM,PE,2694.89,198
CUST0000329420,XX,OT,12.65,3
CUST0000329564,MM,,477.51,124
CUST0000329724,UM,OT,1328.42,69
CUST0000330389,LA,PE,81.37,23
CUST0000330871,MM,OT,73.59,12
CUST0000331413,MM,YF,3644.58,288
CUST0000332030,LA,OF,256.05,18
CUST0000332648,UM,OT,692.75,32
CUST0000332689,LA,OA,751.93,331
CUST0000332983,LA,YF,1883.13,206
CUST0000333211,MM,YA,749.71,69
CUST0000333370,MM,OT,22.06,7
CUST0000333648,UM,OT,49.83,2
CUST0000333947,MM,OF,2262.59,91
CUST0000334297,LA,OT,1817.3,215
CUST0000334951,MM,OT,715.06,37
CUST0000335292,XX,YA,12.01,3
CUST0000335542,LA,YF,2343.64,301
CUST0000335632,UM,YA,257.96,37
CUST0000335650,LA,YF,3078.58,346
CUST0000335861,UM,YA,18.89,1
CUST0000336297,MM,OT,743.31,61
CUST0000337031,LA,,2316.6,152
CUST0000337058,MM,OT,14.05,1
CUST0000337081,UM,OT,412.77,45
CUST0000337461,MM,OT,19.4,1
CUST0000338613,UM,OT,4077.72,107
CUST0000338923,LA,,919.38,67
CUST0000339054,LA,YF,92.85,8
CUST0000339117,MM,YA,993.76,58
CUST0000339139,MM,OT,700.68,29
CUST0000339376,UM,YA,301.02,20
CUST0000340033,UM,YA,941.59,147
CUST0000340654,XX,PE,27.41,8
CUST0000340691,XX,OA,2.48,2
CUST0000340895,MM,YA,668.94,91
CUST0000340993,XX,OT,16.95,1
CUST0000341255,UM,YF,3426.1,228
CUST0000341306,UM,OA,1519.03,36
CUST0000341319,MM,OT,3610.15,114
CUST0000341445,MM,PE,1380.92,77
CUST0000342078,UM,OT,1292.46,211
CUST0000342129,MM,OT,3305.81,194
CUST0000342143,MM,OT,609.61,21
CUST0000342503,MM,OT,1031.21,116
CUST0000342567,XX,OT,8.28,1
CUST0000342959,MM,YF,6418.87,281
CUST0000343056,LA,YF,599.21,41
CUST0000343466,LA,OT,27.53,1
CUST0000344047,MM,,325.52,14
CUST0000344260,LA,,203.71,33
CUST0000344295,UM,YF,3366.45,311
CUST0000344914,XX,OT,11.22,1
CUST0000344976,MM,YF,2872.98,209
CUST0000345094,MM,YF,3634.75,220
CUST0000345364,MM,PE,2409.4,306
CUST0000345373,LA,OT,158.1,35
CUST0000346167,UM,,2736.16,124
CUST0000346251,MM,YF,3394.83,196
CUST0000346556,UM,OT,730.7,127
CUST0000346601,UM,YF,244.31,26
CUST0000346656,LA,OA,291.99,52
CUST0000347309,MM,,130.79,16
CUST0000347438,MM,YF,2187.37,192
CUST0000347503,UM,,3178.54,234
CUST0000347834,XX,,29.92,4
CUST0000347842,MM,PE,2525.07,240
CUST0000347923,UM,YF,31.73,9
CUST0000348008,MM,OT,47.32,1
CUST0000348012,MM,OT,159.71,15
CUST0000348054,UM,YA,148.47,5
CUST0000348123,MM,PE,1267.1,107
CUST0000348467,LA,,3267.9,244
CUST0000348557,MM,YF,2232.78,157
CUST0000348775,MM,YA,408.17,29
CUST0000348786,UM,OT,42.03,1
CUST0000349056,LA,,52.28,11
CUST0000349561,MM,OA,252.59,10
CUST0000349837,MM,OT,1508.93,89
CUST0000349859,LA,OT,51.14,2
CUST0000350221,MM,YF,2457.07,290
CUST0000350353,UM,OT,17.42,1
CUST0000350521,UM,OT,2019.34,84
CUST0000350599,MM,PE,1397.71,159
CUST0000351733,MM,OT,1430.21,44
CUST0000352048,UM,YA,447.72,72
CUST0000352075,LA,,1439.65,57
CUST0000352126,UM,,188.01,5
CUST0000352169,LA,OA,131.5,34
CUST0000352544,MM,OT,77.82,5
CUST0000352556,MM,OT,455.29,31
CUST0000352666,XX,OT,3.04,1
CUST0000353655,MM,OT,198.95,11
CUST0000353677,LA,YF,3902.0,190
CUST0000353845,XX,OT,1.36,1
CUST0000353938,UM,OT,1610.79,208
CUST0000353945,LA,OT,12.62,3
CUST0000353957,LA,PE,482.34,80
CUST0000353993,XX,OT,14.14,2
CUST0000355108,UM,OT,2020.68,126
CUST0000355235,MM,YA,272.36,36
CUST0000355428,LA,OA,3007.92,127
CUST0000355507,XX,OT,3.59,1
CUST0000355666,LA,,71.78,5
CUST0000355981,UM,OT,414.84,30
CUST0000356000,LA,PE,1125.83,365
CUST0000356057,LA,OT,302.81,46
CUST0000356067,MM,YF,5236.43,185
CUST0000356138,MM,OT,254.12,26
CUST0000356307,XX,OA,25.21,18
CUST0000356601,UM,OA,1064.34,77
CUST0000356605,MM,YA,810.06,95
CUST0000357083,UM,OF,57.77,7
CUST0000357109,MM,OT,54.32,21
CUST0000357449,XX,OT,6.84,1
CUST0000357627,LA,OT,82.64,17
CUST0000357650,MM,YF,1254.63,77
CUST0000357661,XX,OT,5.7,1
CUST0000357863,MM,YA,26.13,4
CUST0000357913,LA,OF,898.0,115
CUST0000358011,LA,OT,90.96,2
CUST0000358344,LA,OT,20.59,1
CUST0000358603,MM,OT,12.63,1
CUST0000358608,MM,YF,823.11,47
CUST0000358723,MM,YA,365.95,108
CUST0000359197,UM,YF,699.22,80
CUST0000359212,MM,OA,241.25,26
CUST0000359250,MM,YF,214.86,19
CUST0000359265,UM,OT,277.02,6
CUST0000359289,UM,OA,3150.97,161
CUST0000359344,LA,YF,1097.65,82
CUST0000359417,LA,YF,3369.41,173
CUST0000359521,MM,OA,588.94,155
CUST0000359555,UM,OT,34.98,1
CUST0000359752,LA,,1598.06,194
CUST0000359859,XX,OT,8.58,2
CUST0000359971,LA,YF,1335.57,276
CUST0000360110,UM,YF,381.84,37
CUST0000360223,MM,OA,99.32,17
CUST0000360289,MM,,7621.49,164
CUST0000360293,MM,OT,44.83,1
CUST0000360531,MM,OT,54.82,5
CUST0000361038,UM,PE,385.33,62
CUST0000361169,LA,YF,1467.78,79
CUST0000361611,XX,OT,8.43,1
CUST0000361910,LA,OT,545.39,45
CUST0000361973,XX,OT,18.62,1
CUST0000362281,UM,,30.43,3
CUST0000362355,UM,,6115.16,125
CUST0000362478,UM,,878.11,53
CUST0000362601,UM,PE,2372.0,118
CUST0000362641,LA,YF,37.93,19
CUST0000362661,UM,OT,101.73,3
CUST0000362694,UM,OT,1158.13,43
CUST0000362904,LA,OT,212.49,9
CUST0000363059,MM,OA,2746.51,134
CUST0000363266,MM,OA,95.39,9
CUST0000364031,UM,OT,714.63,76
CUST0000364039,MM,,300.61,17
CUST0000364085,MM,YF,606.61,27
CUST0000364113,LA,OT,45.2,2
CUST0000364233,LA,YA,65.39,25
CUST0000364263,LA,OT,172.85,5
CUST0000364465,XX,OT,0.87,2
CUST0000364544,UM,OT,349.08,38
CUST0000364760,LA,,1357.04,49
CUST0000365104,XX,OT,8.1,1
CUST0000365429,MM,OA,10135.2,195
CUST0000365449,MM,OT,349.79,25
CUST0000365689,XX,,4.94,2
CUST0000365846,MM,YA,76.07,32
CUST0000365930,MM,YF,673.23,153
CUST0000366265,UM,PE,61.97,11
CUST0000366451,UM,OA,763.19,70
CUST0000366585,UM,OT,502.63,30
CUST0000366612,MM,YF,596.06,87
CUST0000366661,MM,YF,2330.88,156
CUST0000366900,LA,OT,71.44,7
CUST0000366903,MM,YF,141.38,33
CUST0000367221,UM,,1365.8,89
CUST0000367323,MM,OT,54.27,1
CUST0000367454,MM,OT,1181.28,149
CUST0000367459,LA,OT,43.34,1
CUST0000367460,XX,,13.15,8
CUST0000367598,XX,OT,6.65,1
CUST0000369227,UM,OT,288.54,71
CUST0000369298,MM,PE,78.22,37
CUST0000369539,MM,OT,209.28,52
CUST0000369556,MM,,3909.77,90
CUST0000369681,UM,OT,2229.19,107
CUST0000369724,XX,OT,10.5,3
CUST0000369871,UM,YF,625.74,31
CUST0000369937,MM,OT,54.57,13
CUST0000370059,MM,YF,6201.31,352
CUST0000370276,UM,YA,4994.65,288
CUST0000370293,MM,OA,352.54,45
CUST0000370351,MM,YF,1093.06,67
CUST0000370368,MM,OT,53.98,2
CUST0000370394,LA,OT,28.66,11
CUST0000370635,XX,OT,2.14,1
CUST0000370974,MM,,517.75,76
CUST0000370986,LA,OT,293.19,8
CUST0000371044,XX,OT,12.46,1
CUST0000371087,UM,OT,3537.14,135
CUST0000371191,LA,OA,1732.57,206
CUST0000371354,MM,YF,1109.84,114
CUST0000371535,LA,YF,283.08,23
CUST0000371566,UM,OT,2462.61,182
CUST0000371579,LA,OT,1065.09,31
CUST0000371949,UM,OT,1198.76,171
CUST0000372036,MM,OT,253.71,15
CUST0000372501,MM,YA,717.22,83
CUST0000372533,MM,YA,320.07,54
CUST0000372762,MM,OT,22.35,1
CUST0000372856,LA,YA,917.38,22
CUST0000373003,MM,YA,231.41,44
CUST0000373241,MM,OF,1942.13,69
CUST0000373683,MM,OT,1448.38,80
CUST0000373737,LA,OT,35.31,5
CUST0000373826,MM,YF,879.96,109
CUST0000373868,MM,,2528.56,170
CUST0000373894,MM,YF,278.24,33
CUST0000373949,XX,OT,10.61,1
CUST0000374165,MM,YF,195.44,28
CUST0000374252,XX,OT,3.48,1
CUST0000374335,MM,YF,4421.82,273
CUST0000374392,UM,YA,1065.17,37
CUST0000374522,UM,OT,59.43,8
CUST0000374744,UM,YA,595.77,62
CUST0000374967,XX,YA,5.13,1
CUST0000375074,LA,PE,124.15,68
CUST0000375633,XX,OT,213.4,2
CUST0000375648,MM,YF,3462.56,199
CUST0000375659,MM,OT,2123.86,115
CUST0000375691,UM,OT,2551.06,88
CUST0000376140,UM,YF,4666.98,180
CUST0000376193,MM,,1570.88,78
CUST0000376367,UM,OA,591.65,26
CUST0000376598,UM,PE,163.68,8
CUST0000376662,XX,OT,9.99,4
CUST0000377107,UM,YF,248.98,61
CUST0000377358,LA,YA,250.11,29
CUST0000377813,UM,YA,26.99,9
CUST0000377973,LA,,3069.18,231
CUST0000378034,UM,OT,45.34,3
CUST0000378373,LA,YA,1631.56,111
CUST0000378448,UM,OT,274.74,20
CUST0000378500,MM,YA,638.05,74
CUST0000378677,MM,OA,923.57,180
CUST0000378735,MM,OT,1164.17,103
CUST0000378984,MM,OT,32.77,1
CUST0000379126,UM,OT,230.84,47
CUST0000379452,MM,YA,2241.09,196
CUST0000379456,XX,OT,29.3,2
CUST0000379472,MM,,2609.8,201
CUST0000379577,UM,OA,216.04,35
CUST0000379798,XX,YF,4.78,1
CUST0000379903,LA,PE,1648.78,288
CUST0000379952,MM,YA,796.31,31
CUST0000380112,XX,OT,0.01,1
CUST0000380224,UM,PE,2150.18,407
CUST0000380249,LA,OT,25.61,1
CUST0000380492,MM,,876.35,123
CUST0000380545,UM,,1581.98,125
CUST0000381350,UM,YA,1409.21,149
CUST0000382456,UM,OT,10.41,1
CUST0000383071,XX,OT,7.91,1
CUST0000384431,LA,OT,347.54,25
CUST0000384711,LA,OT,695.31,197
CUST0000384822,LA,OT,21.5,1
CUST0000384891,MM,YA,41.74,14
CUST0000385012,LA,PE,495.74,220
CUST0000385231,LA,,3371.93,353
CUST0000385376,UM,OT,197.37,25
CUST0000385508,UM,YA,942.03,158
CUST0000385636,MM,OT,326.54,54
CUST0000386369,UM,YA,71.96,18
CUST0000386495,UM,YF,4980.49,144
CUST0000386711,LA,OA,265.06,32
CUST0000386827,LA,YF,268.54,17
CUST0000387000,XX,OT,3.08,2
CUST0000387168,UM,OT,59.46,11
CUST0000387419,MM,OT,114.49,19
CUST0000387914,MM,,90.4,6
CUST0000388176,MM,,3107.07,610
CUST0000388524,UM,OF,33.17,3
CUST0000388585,LA,,1142.82,106
CUST0000388652,UM,OT,1048.64,69
CUST0000389065,LA,OT,36.78,1
CUST0000389267,LA,OF,4113.51,119
CUST0000389364,UM,,213.65,25
CUST0000389739,MM,OT,523.7,22
CUST0000389986,XX,OT,0.31,1
CUST0000390762,XX,,22.26,2
CUST0000390823,UM,OT,587.17,92
CUST0000391025,MM,OT,600.32,23
CUST0000391145,MM,YF,2510.75,45
CUST0000391287,LA,OT,60.8,13
CUST0000391346,UM,OT,99.04,6
CUST0000391382,MM,YF,1852.73,111
CUST0000391910,MM,YA,115.11,11
CUST0000392243,XX,OT,0.94,1
CUST0000392468,UM,OT,197.64,14
CUST0000392574,UM,OT,571.09,52
CUST0000392903,MM,OT,167.41,17
CUST0000393321,MM,OF,169.89,18
CUST0000393495,MM,OA,1715.09,123
CUST0000393547,UM,OT,404.79,38
CUST0000393615,UM,OT,1264.1,55
CUST0000393638,UM,PE,112.56,23
CUST0000393760,UM,YF,105.35,7
CUST0000393773,XX,OT,6.54,3
CUST0000394724,MM,OA,1703.18,137
CUST0000394930,UM,YA,205.9,81
CUST0000395055,XX,YA,34.4,8
CUST0000395295,MM,OT,811.41,61
CUST0000395437,LA,OF,116.34,22
CUST0000395515,UM,OA,1989.92,74
CUST0000395577,UM,YA,949.76,93
CUST0000395732,UM,YA,156.13,22
CUST0000396149,XX,OT,0.01,1
CUST0000396231,UM,YF,2413.93,250
CUST0000396495,XX,OT,0.81,1
CUST0000396498,UM,OT,1134.91,29
CUST0000396745,MM,OT,1057.12,227
CUST0000396827,UM,OT,54.04,19
CUST0000397007,MM,OT,125.78,8
CUST0000397145,MM,OT,273.23,17
CUST0000397207,MM,YA,2846.19,199
CUST0000397266,MM,OA,2384.54,298
CUST0000397540,MM,PE,1592.23,140
CUST0000397631,XX,YF,20.89,4
CUST0000397690,XX,OT,43.54,6
CUST0000397821,UM,OT,1545.08,112
CUST0000398363,UM,OT,662.1,105
CUST0000398367,MM,YA,662.04,69
CUST0000398539,XX,OT,1.32,5
CUST0000398567,MM,YA,708.93,90
CUST0000398616,MM,OT,1181.58,200
CUST0000398776,UM,OT,317.16,56
CUST0000398784,LA,OA,2480.53,189
CUST0000398825,XX,OT,10.53,2
CUST0000399733,MM,YA,1621.1,240
CUST0000399865,MM,OT,12.94,1
CUST0000400016,MM,OT,25.79,1
CUST0000400134,MM,OT,2711.29,161
CUST0000400484,MM,YF,139.73,6
CUST0000400678,MM,YF,2799.54,116
CUST0000400826,UM,OT,31.36,1
CUST0000400898,LA,OT,3186.42,145
CUST0000401057,MM,OT,177.39,17
CUST0000401763,MM,OT,402.16,44
CUST0000402181,LA,OT,37.86,1
CUST0000402237,MM,,4028.91,193
CUST0000402327,MM,YF,762.07,46
CUST0000402467,MM,OT,422.44,28
CUST0000402511,MM,,984.05,128
CUST0000402650,LA,PE,111.69,56
CUST0000403048,UM,OA,886.02,176
CUST0000403381,UM,OT,1417.55,114
CUST0000403403,LA,YA,498.61,76
CUST0000403543,MM,OT,14.19,1
CUST0000403640,UM,PE,457.6,83
CUST0000403745,XX,OT,1.79,1
CUST0000404167,MM,PE,1726.53,118
CUST0000404168,XX,OT,6.46,1
CUST0000404216,LA,OT,1600.98,220
CUST0000404601,UM,PE,54.52,29
CUST0000404696,MM,OT,436.36,37
CUST0000404913,XX,OT,5.28,1
CUST0000405053,XX,OT,5.21,3
CUST0000405240,MM,OT,26.86,1
CUST0000405265,LA,OT,196.29,13
CUST0000405566,MM,OA,102.02,3
CUST0000406083,MM,YA,499.53,70
CUST0000406773,UM,YA,50.94,2
CUST0000406818,LA,YF,332.28,30
CUST0000406914,MM,OT,98.62,12
CUST0000406979,MM,OT,444.72,24
CUST0000407072,UM,OA,1356.37,224
CUST0000407130,UM,YF,586.93,125
CUST0000407163,XX,OT,2.56,1
CUST0000407176,LA,OT,86.94,6
CUST0000407194,UM,OA,17.17,3
CUST0000407343,LA,OA,371.05,53
CUST0000407532,LA,OT,582.36,65
CUST0000407911,MM,YA,69.1,7
CUST0000408366,MM,OT,34.25,11
CUST0000408527,LA,OT,2448.27,126
CUST0000408561,XX,OT,10.48,1
CUST0000408729,UM,YF,45.86,9
CUST0000408901,UM,OT,1967.36,113
CUST0000409108,LA,OT,26.1,1
CUST0000409627,UM,YF,1416.32,66
CUST0000409997,LA,YA,594.62,67
CUST0000410118,MM,,323.13,53
CUST0000410183,UM,OT,58.89,10
CUST0000410228,LA,YF,2777.42,174
CUST0000410526,MM,PE,180.71,33
CUST0000410727,UM,OT,2433.35,132
CUST0000410932,MM,OT,2795.98,66
CUST0000411122,UM,YF,740.66,84
